web-scraper-order,web-scraper-start-url,story-link,story-link-href,story-text
"1584588165-54","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","The bill, which former Green Party leader Metiria Turei described as “a very blunt tool”, passed its third and final reading in August 2013. The new law made it harder to get bail, leading the number of people remanded in custody, awaiting trial or sentencing, to skyrocket. The remand population has more than doubled since 2000. It now makes up between 28 and 30 percent of the total prison population - close to 3000 people."
"1584588162-26","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","After all, it’s all very well to say how entertaining it is when trolls descend upon conversations and trash them, but doesn’t this merely add frustration and stupidity to conversations, and serve to further alienate us from those who have different opinions?"
"1584588169-154","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588165-85","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Changes within the prison system have already begun. These include the employment of extra Corrections staff to help prisoners apply for home detention and electronic bail. Little hopes these reforms will gain traction, allowing changes to legislation to be tabled next year. “To make the law changes, we’ve got to have good public debate, get a lot of voices in it, and get what I describe as a ‘social licence’.”"
"1584588176-395","https://www.rnz.co.nz/news/the-wireless","The 1.5 generation","https://www.rnz.co.nz/news/the-wireless/375280/feature-the-1-5-generation","Still, Lee says feeling “in-between” isn’t always a negative experience. “Many expressed having control over their identities. They ‘play’ with various versions, choosing what identity to assert in different circumstances. A number of participants said they assumed different identities depending on who they interact with.”"
"1584588165-67","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Yet plenty of people still believe putting offenders in prison makes society safer. And prisons do keep certain individuals - like Burton, Chand and Tony Robertson, a child sex offender who was not long out of prison when he murdered mother of three Blessie Gotingco - off the streets. But Andrew Little says the Burtons and Robertsons of the world are not the focus of the law changes he wants to make. “Prison is the right place for some people, but I don’t think that it’s the only place for nearly 11,000 people forever.”"
"1584588169-187","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Myers Park, a gully carved out by the Waihorotiu Stream, is now a grassy mish mash of exotic palms, lamp posts, rubbish bins and scoria pathways."
"1584588174-359","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","ME/CFS is the latest in a lengthy list of names for an illness that has been around for as long as anyone can remember. It has variously been called chronic Epstein-Barr virus, Nightingale disease (it’s believed Florence Nightingale had it), Royal Free disease, Lake Tahoe mystery disease, Raggedy Ann syndrome, Yuppie flu, and the Tapanui Flu (named after an Otago town where a number of people displayed debilitating fatigue in the early 1980s), among others. Until recently, the term chronic fatigue syndrome was widely used, but many sufferers now reject that term, claiming it’s misleading, stigmatising and diminishes their experience."
"1584588169-108","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588169-183","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“Please forget about me bubby. Don’t suffer Evka, I love you. It’s not your fault.”"
"1584588167-94","https://www.rnz.co.nz/news/the-wireless","Wireless Docs: The Forest of Tiriwa","https://www.rnz.co.nz/news/the-wireless/375277/wireless-docs-the-forest-of-tiriwa","In the second documentary of the new Wireless Docs series, the discussion begins with Te Kawerau a Maki."
"1584588171-260","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","And yet it lives on, its frustrated owner, Victoria University, has been unable to demolish. The university has railed against the argument that the building is vital to New Zealand’s architectural history and must be saved. In the midst of a housing crisis, it insists the flats, that could house so many, are beyond redemption."
"1584588174-358","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","MANY NAMES, LITTLE UNDERSTANDING"
"1584588171-293","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Guilford says the university wants to build a new facility on the site, perhaps for its science and engineering department, but for now the priority is a pedestrian route up the steep Kelburn hill to its main campus. He says trekking up the current route - the nearby Salamanca Road - can be tough and risky for staff, students and visitors."
"1584588171-261","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","So far, and unusually for the university, it has been losing. But it’s got a revolutionary new game plan it hopes will appease heritage advocates: Using drones, modelling software and laser scanning, the university is recreating the flats in a virtual reality world. That way, it says, the building can forever have a digital legacy without being an “ugly blot” on the cityscape."
"1584588169-219","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","In hearing room 7.1 at the Auckland District Court, a newspaper clipping sticks out from under a pile of papers in front of Todd Simmonds, the lawyer representing the two police officers who had fired at Cerven two years and four months earlier."
"1584588169-194","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","A man walking his little dog saw Cerven pacing, looking fidgety. He said Cerven was moving erratically and was speaking heatedly on the phone. The man wondered if, perhaps, he was talking to himself."
"1584588169-122","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","It was around this time that Cerven’s financial troubles began. In February 2015, he took out a €24,000 bank loan - adding to an already outstanding loan of €5500. He told his mother he needed the money to pay an insurance company, after an accident."
